"ID","Victim","CC_Fraud","Other_ID_Theft","Victim_Cat","Victim.Cat.Code","Date.of.Attack","Age","Dwelling","City_Rural","Computer","Tablet","Cell_Phone","HH_Income","No_of_CC","Social_Net","Social_Net_Acct","OL_Bank","Firewall","Malware.Present","Frequent.Traveler","Security_Clearance","Kids_in_HH","Tot_Kids","Secure_Hnet","Sess_Cnt_1mos","Cyber_Atks","No_Cyber_Atks_1mo"
968328380,1,1,0,"C",2,2015-02-26,12,"Apartment","City",1,0,1,"Medium",4,1,"FB",1,1,0,0,1,1,3,0,100,1,36
525639,1,0,1,"D",3,2015-02-27,59,"House","City",1,1,1,"High",4,1,"LI",0,0,1,0,0,0,0,0,94,1,18
1132870,0,0,0,"A",0,2015-02-27,86,"Apartment","City",1,0,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,87,1,14
2478109,1,1,0,"B",1,2015-02-27,34,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,1,0,0,1,0,0,0,0,0,0
3636837,1,0,1,"B",1,2015-02-27,81,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,95,1,20
120198876,0,0,0,"A",0,2015-02-27,42,"Apartment","City",1,1,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,24,0,0
128018114,1,1,0,"B",1,2015-02-27,64,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,0,0,0,0,0,1,96,1,21
144224940,1,0,1,"B",1,2015-02-27,40,"Apartment","City",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,76,0,0
282359959,1,0,1,"C",2,2015-02-27,13,"House","City",1,1,1,"Medium",4,0,"FB",0,1,0,0,0,0,0,0,99,1,30
312152660,0,0,0,"A",0,2015-02-27,89,"House","City",1,1,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,76,0,0
353563697,1,0,1,"B",1,2015-02-27,11,"Apartment","City",1,1,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,81,0,0
366455550,0,0,0,"A",0,2015-02-27,37,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,1,2,1,100,1,32
382775347,1,0,1,"B",1,2015-02-27,29,"Apartment","City",1,1,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,74,0,0
391128720,0,0,0,"A",0,2015-02-27,82,"Apartment","City",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,91,1,16
423220740,0,0,0,"A",0,2015-02-27,39,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,1,1,0,0,1,1,0,100,1,35
484608127,0,0,0,"A",0,2015-02-27,92,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,98,1,26
494103320,0,0,0,"A",0,2015-02-27,12,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,49,0,0
526833740,0,0,0,"A",0,2015-02-27,60,"Apartment","Rural",1,0,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,73,0,0
533530880,0,0,0,"A",0,2015-02-27,89,"Apartment","Rural",1,0,0,"Low",0,1,"FB",0,0,1,0,0,0,0,0,0,0,0
538619840,0,0,0,"A",0,2015-02-27,16,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,97,1,22
544290643,1,1,0,"B",1,2015-02-27,11,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,0,0,0,1,3,0,99,1,26
549208940,1,0,1,"B",1,2015-02-27,71,"Apartment","City",1,1,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,0,0,0
616430850,1,1,0,"C",2,2015-02-27,60,"Apartment","Rural",1,0,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,1,99,1,29
620677071,0,0,0,"A",0,2015-02-27,59,"House","City",1,1,1,"High",4,1,"LI",0,0,1,0,0,0,0,0,26,0,0
678519792,0,0,0,"A",0,2015-02-27,100,"House","City",1,1,1,"High",5,1,"LI",0,1,1,0,0,1,1,0,100,1,37
703940840,1,1,0,"B",1,2015-02-27,40,"Apartment","City",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,28,0,0
722183097,1,1,0,"C",2,2015-02-27,29,"Apartment","Rural",1,0,0,"Medium",4,1,"FB",0,1,0,0,0,0,0,1,99,1,28
778714290,0,0,0,"A",0,2015-02-27,11,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,1,0,0,0,0,0,100,1,34
797687965,0,0,0,"A",0,2015-02-27,72,"House","City",1,1,1,"High",4,0,"FB",0,1,0,0,0,0,0,1,98,1,25
847824230,0,0,0,"A",0,2015-02-27,61,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,0,0,0,0,0,1,99,1,31
915491140,1,0,1,"D",3,2015-02-27,72,"House","City",1,1,1,"High",4,0,"FB",0,1,1,0,0,1,1,0,100,1,34
997587979,1,1,0,"B",1,2015-02-27,50,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,88,1,14
2622557,0,0,0,"A",0,2015-02-28,77,"House","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,0,0,0,100,1,37
12714453,0,0,0,"A",0,2015-02-28,13,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,1,0,0,1,1,1,100,1,34
145237010,0,0,0,"A",0,2015-02-28,77,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,80,0,0
147025550,1,1,0,"C",2,2015-02-28,44,"Apartment","Rural",1,0,1,"Medium",4,1,"LI",0,1,0,0,1,1,3,0,0,0,0
184344580,0,0,0,"A",0,2015-02-28,89,"House","City",1,1,1,"Medium",4,1,"LI",1,1,0,0,0,0,0,0,99,1,31
229793640,0,0,0,"A",0,2015-02-28,80,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,1,0,0,0,0,1,100,1,39
258902550,0,0,0,"A",0,2015-02-28,23,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,1,0,0,0,0,0,0
298407260,1,0,1,"C",2,2015-02-28,22,"House","City",1,1,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,24,0,0
351680860,0,0,0,"A",0,2015-02-28,12,"Apartment","City",1,1,1,"Medium",4,1,"LI",0,1,1,0,0,1,1,0,100,1,37
374060142,1,0,1,"D",3,2015-02-28,19,"House","City",1,1,1,"High",5,0,"FB",0,1,1,0,0,0,0,1,100,1,34
390463640,1,1,0,"B",1,2015-02-28,51,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,0,0,0,1,2,1,100,1,33
405365834,0,0,0,"A",0,2015-02-28,98,"House","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,0,0,1,100,1,36
453242868,1,0,1,"D",3,2015-02-28,14,"House","City",1,1,1,"High",4,1,"LI",0,1,1,1,1,1,1,0,0,0,0
475298700,1,1,0,"B",1,2015-02-28,94,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,94,1,18
490309930,0,0,0,"A",0,2015-02-28,42,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,1,0,0,0,1,2,0,99,1,29
492913540,0,0,0,"A",0,2015-02-28,26,"Apartment","City",1,0,1,"Medium",4,1,"LI",0,1,0,0,0,1,2,1,99,1,31
556470496,0,0,0,"A",0,2015-02-28,51,"Apartment","City",1,1,1,"Low",0,0,"LI",0,0,1,0,0,0,0,0,36,0,0
606233710,0,0,0,"A",0,2015-02-28,98,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,93,1,17
709584170,1,1,0,"B",1,2015-02-28,65,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,86,1,13
729624360,0,0,0,"A",0,2015-02-28,44,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,1,98,1,24
748640860,1,1,0,"B",1,2015-02-28,18,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,0,1,0,0,0,0,0,0,0,0
749224350,1,1,0,"D",3,2015-02-28,19,"House","City",1,1,1,"High",5,0,"FB",0,1,0,0,0,0,0,1,99,1,29
763097775,0,0,0,"A",0,2015-02-28,68,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,0,0,0
767428620,1,0,1,"B",1,2015-02-28,33,"Apartment","City",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,0,0,0
775944464,1,1,0,"C",2,2015-02-28,31,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
820133440,1,0,1,"B",1,2015-02-28,29,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,95,1,20
828379200,1,1,0,"D",3,2015-02-28,18,"House","City",1,1,1,"High",4,1,"LI",0,0,1,0,0,0,0,0,51,0,0
829440559,0,0,0,"A",0,2015-02-28,34,"Apartment","City",1,1,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,70,0,0
872908915,1,1,0,"D",3,2015-02-28,18,"House","City",1,1,1,"High",4,1,"LI",0,0,1,0,0,0,0,0,91,1,16
911150080,0,0,0,"A",0,2015-02-28,94,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,0,0,0
959306700,0,0,0,"A",0,2015-02-28,65,"House","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,0,0,1,100,1,35
785613,0,0,0,"A",0,2015-03-01,73,"Apartment","City",1,1,1,"Low",1,0,"FB",0,1,1,1,1,0,0,0,0,0,0
2861853,0,0,0,"A",0,2015-03-01,30,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,0,0,0,0,0,0,0,0,0,0
5148456,0,0,0,"A",0,2015-03-01,84,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,94,1,18
6532688,1,1,0,"B",1,2015-03-01,95,"Apartment","City",1,1,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,85,1,13
10690675,0,0,0,"A",0,2015-03-01,76,"Apartment","City",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,92,1,17
19751444,0,0,0,"A",0,2015-03-01,99,"House","City",1,1,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,57,0,0
109794985,1,0,1,"B",1,2015-03-01,38,"Apartment","City",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,90,1,15
115103920,0,0,0,"A",0,2015-03-01,57,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
125998443,0,0,0,"A",0,2015-03-01,84,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,1,0,0,0,0,0,1,100,1,33
186661490,0,0,0,"A",0,2015-03-01,14,"Apartment","City",1,1,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,47,0,0
187204740,0,0,0,"A",0,2015-03-01,53,"Apartment","City",1,1,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,0,0,0
199689164,1,1,0,"B",1,2015-03-01,42,"Apartment","City",1,0,1,"Low",0,0,"FB",0,1,1,0,0,0,0,1,100,1,34
224923010,1,1,0,"B",1,2015-03-01,92,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,77,0,0
225450500,1,1,0,"C",2,2015-03-01,77,"Apartment","Rural",1,0,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,46,0,0
228054010,0,0,0,"A",0,2015-03-01,100,"Apartment","Rural",1,0,0,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,91,1,16
237867320,1,0,1,"C",2,2015-03-01,30,"House","City",1,1,1,"Medium",4,1,"FB",1,1,1,1,1,1,1,0,100,1,34
240817850,0,0,0,"A",0,2015-03-01,59,"Apartment","City",1,0,1,"Low",0,0,"FB",0,0,1,0,0,0,0,0,78,0,0
269049990,1,0,1,"B",1,2015-03-01,18,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
278874520,0,0,0,"A",0,2015-03-01,69,"House","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,0,0,1,100,1,39
283614540,0,0,0,"A",0,2015-03-01,42,"Apartment","City",1,1,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,0,0,0
287954060,1,0,1,"C",2,2015-03-01,23,"Apartment","Rural",1,0,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,59,0,0
296660800,0,0,0,"A",0,2015-03-01,69,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,28,0,0
297807820,0,0,0,"A",0,2015-03-01,85,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,1,1,0,0,1,1,1,100,1,39
300375640,0,0,0,"A",0,2015-03-01,49,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,97,1,23
314438810,1,0,1,"D",3,2015-03-01,100,"House","City",1,1,1,"High",5,1,"LI",0,1,1,0,0,1,1,0,100,1,35
315550570,0,0,0,"A",0,2015-03-01,22,"House","City",1,1,1,"Medium",4,0,"FB",0,1,0,0,0,0,0,1,99,1,28
321337820,1,0,1,"D",3,2015-03-01,100,"House","City",1,1,1,"High",4,1,"FB",0,0,1,0,0,0,0,0,82,0,0
340530989,0,0,0,"A",0,2015-03-01,88,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,54,0,0
369205890,1,1,0,"B",1,2015-03-01,98,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,1,0,0,0,0,0,0,96,1,20
371829273,0,0,0,"A",0,2015-03-01,76,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,96,1,20
380709840,1,0,1,"B",1,2015-03-01,48,"Apartment","City",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,85,1,13
412668310,0,0,0,"A",0,2015-03-01,54,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,1,2,1,100,1,32
414308540,1,0,1,"D",3,2015-03-01,19,"House","City",1,1,1,"High",4,1,"FB",0,1,0,0,0,0,0,1,99,1,29
455858570,1,1,0,"B",1,2015-03-01,15,"Apartment","Rural",1,0,0,"Low",0,1,"FB",0,1,0,0,0,0,0,1,99,1,28
474286150,1,0,1,"C",2,2015-03-01,13,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,0,0,0
476324640,1,1,0,"B",1,2015-03-01,59,"Apartment","City",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,84,1,12
483412488,0,0,0,"A",0,2015-03-01,95,"Apartment","City",1,1,1,"Low",1,0,"FB",0,1,1,0,0,0,0,1,100,1,36
491414720,0,0,0,"A",0,2015-03-01,55,"House","City",1,1,1,"Medium",4,1,"LI",0,1,0,0,0,0,0,0,0,0,0
492191660,0,0,0,"A",0,2015-03-01,50,"House","City",1,1,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,54,0,0
498405530,1,0,1,"B",1,2015-03-01,33,"Apartment","Rural",1,0,0,"Low",0,1,"FB",0,1,0,0,0,0,0,1,99,1,28
506943432,1,1,0,"D",3,2015-03-01,13,"House","City",1,1,1,"High",4,0,"FB",0,1,0,0,0,0,0,0,99,1,30
514802750,1,0,1,"B",1,2015-03-01,80,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,88,1,14
548613905,0,0,0,"A",0,2015-03-01,87,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,1,1,1,1,1,0,0,0,0
550187910,1,0,1,"B",1,2015-03-01,91,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,1,0,0,0,0,1,100,1,34
562020578,0,0,0,"A",0,2015-03-01,48,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
562021930,0,0,0,"A",0,2015-03-01,43,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,97,1,21
563123965,0,0,0,"A",0,2015-03-01,99,"House","City",1,1,1,"Medium",4,1,"LI",0,1,0,0,0,1,3,0,98,1,24
570571761,0,0,0,"A",0,2015-03-01,41,"Apartment","City",1,0,1,"Medium",4,0,"FB",0,1,0,0,0,1,2,1,99,1,29
585058080,1,0,1,"D",3,2015-03-01,97,"House","City",1,1,1,"High",4,1,"LI",0,1,0,0,0,0,0,1,96,1,21
601336071,0,0,0,"A",0,2015-03-01,97,"House","City",1,1,1,"High",4,1,"LI",0,1,0,0,0,1,3,0,98,1,25
613888020,1,1,0,"B",1,2015-03-01,22,"Apartment","City",1,0,1,"Low",0,0,"FB",1,1,0,0,1,0,0,0,100,1,36
642695230,1,1,0,"B",1,2015-03-01,64,"Apartment","Rural",1,0,1,"Low",0,0,"FB",0,0,1,0,0,0,0,0,63,0,0
657349339,1,1,0,"B",1,2015-03-01,66,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,0,0,0,1,2,0,99,1,30
658593890,1,0,1,"B",1,2015-03-01,58,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,0,0,0,1,3,0,98,1,23
669555120,1,0,1,"B",1,2015-03-01,23,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,1,0,0,0,0,1,100,1,35
672213920,0,0,0,"A",0,2015-03-01,97,"Apartment","Rural",1,0,0,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
685978397,0,0,0,"A",0,2015-03-01,49,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,45,0,0
709252586,0,0,0,"A",0,2015-03-01,53,"House","City",1,1,1,"High",5,0,"FB",0,0,1,0,0,0,0,0,0,0,0
719896110,0,0,0,"A",0,2015-03-01,88,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,98,1,26
735127050,1,1,0,"B",1,2015-03-01,16,"Apartment","Rural",1,0,0,"Low",0,0,"FB",0,1,1,0,0,0,0,0,100,1,38
744241401,0,0,0,"A",0,2015-03-01,84,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,1,99,1,28
774197900,1,0,1,"B",1,2015-03-01,34,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,0,0,0,1,3,1,98,1,25
784465655,1,0,1,"C",2,2015-03-01,67,"Apartment","Rural",1,0,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,81,0,0
785899297,0,0,0,"A",0,2015-03-01,22,"Apartment","City",1,0,1,"Low",0,0,"FB",0,0,1,0,0,0,0,0,9,0,0
808944970,0,0,0,"A",0,2015-03-01,14,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,1,0,0,1,1,0,100,1,36
818964023,0,0,0,"A",0,2015-03-01,85,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,99,1,31
834011775,0,0,0,"A",0,2015-03-01,29,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,0,0,0,1,2,0,99,1,28
837292654,0,0,0,"A",0,2015-03-01,44,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,1,2,1,100,1,33
850324338,1,1,0,"B",1,2015-03-01,19,"Apartment","City",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,39,0,0
862436320,1,1,0,"B",1,2015-03-01,21,"Apartment","City",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,42,0,0
873427920,1,1,0,"B",1,2015-03-01,28,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,0,0,0,0,0,1,99,1,31
881856820,0,0,0,"A",0,2015-03-01,55,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,1,0,0,0,0,0,1,99,1,28
886648272,0,0,0,"A",0,2015-03-01,68,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,59,0,0
915617376,0,0,0,"A",0,2015-03-01,67,"Apartment","Rural",1,0,1,"Medium",4,0,"FB",0,1,0,0,0,1,3,0,0,0,0
915952580,0,0,0,"A",0,2015-03-01,97,"House","City",1,1,1,"Medium",4,0,"FB",0,1,1,0,0,1,1,0,100,1,38
923712490,0,0,0,"A",0,2015-03-01,55,"House","City",1,1,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,25,0,0
928936720,0,0,0,"A",0,2015-03-01,76,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,1,1,0,0,0,0,1,100,1,35
949065810,0,0,0,"A",0,2015-03-01,46,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,1,2,0,99,1,30
976740830,1,0,1,"C",2,2015-03-01,100,"Apartment","Rural",1,0,0,"Medium",4,1,"FB",0,1,1,0,0,0,0,0,100,1,39
979659190,1,0,1,"B",1,2015-03-01,16,"Apartment","Rural",1,0,0,"Low",0,0,"FB",0,1,0,0,1,1,3,0,0,0,0
980524216,0,0,0,"A",0,2015-03-01,95,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,1,3,1,97,1,23
999265792,0,0,0,"A",0,2015-03-01,75,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,0,0,0,1,2,0,99,1,29
2027715,1,0,1,"D",3,2015-03-02,28,"House","City",1,1,1,"High",4,0,"FB",0,1,0,0,0,0,0,1,98,1,25
3848508,0,0,0,"A",0,2015-03-02,58,"Apartment","City",1,1,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,33,0,0
6932454,1,1,0,"B",1,2015-03-02,100,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,0,1,0,0,0,0,0,18,0,0
8909699,1,0,1,"D",3,2015-03-02,95,"House","City",1,1,1,"High",4,1,"LI",0,0,1,0,0,0,0,0,74,0,0
11021135,0,0,0,"A",0,2015-03-02,59,"Apartment","Rural",1,0,1,"Low",1,0,"LI",0,0,1,0,0,0,0,0,0,0,0
12635413,0,0,0,"A",0,2015-03-02,13,"Apartment","City",1,0,1,"Low",1,0,"LI",0,1,0,0,0,0,0,1,97,1,23
15995541,1,0,1,"D",3,2015-03-02,60,"House","City",1,1,1,"High",4,0,"FB",0,0,1,0,0,0,0,0,93,1,18
121868844,1,0,1,"B",1,2015-03-02,23,"Apartment","City",1,1,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,64,0,0
131950060,1,1,0,"B",1,2015-03-02,42,"Apartment","City",1,1,1,"Low",1,1,"FB",1,1,0,0,1,1,2,0,100,1,34
153237860,0,0,0,"A",0,2015-03-02,22,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,0,1,0,0,0,0,0,71,0,0
178929889,0,0,0,"A",0,2015-03-02,55,"House","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,1,1,1,100,1,34
214172270,1,1,0,"B",1,2015-03-02,10,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,1,0,0,0,0,1,100,1,34
230066920,1,1,0,"B",1,2015-03-02,11,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,1,0,0,0,0,0,100,1,34
242693650,0,0,0,"A",0,2015-03-02,66,"House","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,0,0,1,100,1,37
255811150,0,0,0,"A",0,2015-03-02,51,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,94,1,18
276885600,0,0,0,"A",0,2015-03-02,14,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,50,0,0
282078150,1,0,1,"B",1,2015-03-02,37,"Apartment","City",1,1,1,"Low",0,0,"FB",0,0,1,0,0,0,0,0,24,0,0
296351300,0,0,0,"A",0,2015-03-02,18,"House","City",1,1,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,0,0,0
318684225,0,0,0,"A",0,2015-03-02,72,"Apartment","City",1,1,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,18,0,0
324974990,0,0,0,"A",0,2015-03-02,23,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,96,1,20
342466147,1,0,1,"C",2,2015-03-02,22,"House","City",1,1,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,38,0,0
355147262,1,0,1,"D",3,2015-03-02,37,"House","City",1,1,1,"High",5,1,"FB",0,0,1,0,0,0,0,0,90,1,15
356887980,0,0,0,"A",0,2015-03-02,70,"Apartment","City",1,0,1,"Low",1,0,"FB",0,1,1,0,0,1,1,0,100,1,38
359538694,0,0,0,"A",0,2015-03-02,67,"House","City",1,1,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,10,0,0
432702260,1,1,0,"B",1,2015-03-02,20,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,96,1,20
434904970,1,1,0,"D",3,2015-03-02,89,"House","City",1,1,1,"High",4,1,"FB",0,0,1,0,0,0,0,0,93,1,17
440972090,1,0,1,"D",3,2015-03-02,37,"House","City",1,1,1,"High",5,1,"FB",0,1,0,0,0,0,0,1,99,1,31
442594520,0,0,0,"A",0,2015-03-02,67,"House","City",1,1,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,29,0,0
450361100,0,0,0,"A",0,2015-03-02,14,"Apartment","City",1,0,1,"Medium",4,0,"FB",0,1,1,0,0,0,0,1,100,1,37
457680280,0,0,0,"A",0,2015-03-02,58,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,73,0,0
493952026,0,0,0,"A",0,2015-03-02,73,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,1,99,1,26
496738796,1,0,1,"B",1,2015-03-02,36,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,1,0,0,0,1,3,0,98,1,25
504024206,0,0,0,"A",0,2015-03-02,90,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,1,2,0,99,1,28
557876500,1,0,1,"B",1,2015-03-02,18,"Apartment","City",1,0,1,"Low",0,0,"FB",0,1,1,0,0,1,1,0,100,1,38
560948930,0,0,0,"A",0,2015-03-02,64,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,0,0,1,100,1,35
590529616,0,0,0,"A",0,2015-03-02,58,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,85,1,13
600586640,0,0,0,"A",0,2015-03-02,14,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,1,0,0,0,0,1,100,1,33
603256450,1,0,1,"B",1,2015-03-02,85,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,12,0,0
613606760,1,0,1,"B",1,2015-03-02,33,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,43,0,0
652640817,0,0,0,"A",0,2015-03-02,71,"Apartment","City",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,14,0,0
653478754,1,1,0,"D",3,2015-03-02,38,"House","City",1,1,1,"High",4,1,"FB",0,1,1,0,0,1,1,0,100,1,35
656307892,1,1,0,"C",2,2015-03-02,14,"Apartment","City",1,0,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,37,0,0
665560783,0,0,0,"A",0,2015-03-02,87,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,0,1,2,0,0,0,0
693059428,1,1,0,"D",3,2015-03-02,28,"House","City",1,1,1,"High",4,0,"FB",0,1,0,0,0,0,0,1,96,1,21
720273065,0,0,0,"A",0,2015-03-02,13,"Apartment","City",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,78,0,0
720732400,0,0,0,"A",0,2015-03-02,60,"Apartment","City",1,1,1,"Low",1,0,"FB",0,1,0,0,0,0,0,1,99,1,30
722724640,0,0,0,"A",0,2015-03-02,73,"House","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,1,1,1,100,1,38
