ID,Victim,CC_Fraud,Other_ID_Theft,Victim_Cat,Victim Cat Code,Date of Attack,Age,Dwelling,City_Rural,Computer,Tablet,Cell_Phone,HH_Income,No_of_CC,Social_Net,Social_Net_Acct,OL_Bank,Firewall,Malware Present,Frequent-Traveler,Security_Clearance,Kids_in_HH,Tot_Kids,Secure_Hnet,Sess_Cnt_1mos,Cyber_Atks,No_Cyber_Atks_1mo
369495150,0,0,0,A,0,2/21/2015,93,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,1,3,0,98,1,25
378456510,0,0,0,A,0,2/21/2015,76,Apartment,City,Yes,Yes,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,86,1,13
383430510,1,1,0,B,1,2/21/2015,31,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,13,0,0
449291480,1,1,0,B,1,2/21/2015,32,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,64,0,0
464443650,0,0,0,A,0,2/21/2015,54,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,1,2,0,99,1,29
511567097,0,0,0,A,0,2/21/2015,87,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,1,100,1,39
566432065,1,1,0,C,2,2/21/2015,24,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,1,2,0,100,1,33
660686120,0,0,0,A,0,2/21/2015,30,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,0,1,0,0,0,1,3,1,98,1,25
707181060,0,0,0,A,0,2/21/2015,78,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,1,0,0,0,0,1,100,1,35
710793100,0,0,0,A,0,2/21/2015,11,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,32,0,0
718024655,0,0,0,A,0,2/21/2015,87,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,88,1,14
722138960,0,0,0,A,0,2/21/2015,68,Apartment,Rural,Yes,No,Yes,Low,0,No,NA,0,0,1,0,0,0,0,0,49,0,0
758789370,0,0,0,A,0,2/21/2015,86,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,0,100,1,34
782070150,1,1,0,C,2,2/21/2015,89,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,1,0,0,0,1,2,1,100,1,32
789863940,0,0,0,A,0,2/21/2015,49,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,1,99,1,28
907827460,0,0,0,A,0,2/21/2015,24,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
989535758,1,1,0,C,2,2/21/2015,28,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,79,0,0
04387786,1,0,1,B,1,2/22/2015,49,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,1,2,0,0,0,0
013074617,1,1,0,B,1,2/22/2015,100,Apartment,Rural,Yes,No,No,Low,0,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
187334180,0,0,0,A,0,2/22/2015,75,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,89,1,14
199758679,0,0,0,A,0,2/22/2015,23,Apartment,City,Yes,No,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,0,0,0
303640730,0,0,0,A,0,2/22/2015,69,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,1,0,0,0,0,1,100,1,35
305272850,1,1,0,B,1,2/22/2015,92,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
348485266,1,0,1,C,2,2/22/2015,12,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,0,1,0,0,0,0,0,0,0,0
392367152,0,0,0,A,0,2/22/2015,64,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
405601320,1,0,1,B,1,2/22/2015,92,Apartment,Rural,Yes,No,Yes,Low,0,No,FB,0,0,1,0,0,0,0,0,0,0,0
410798160,1,1,0,B,1,2/22/2015,93,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,0,1,0,0,0,0,0,61,0,0
452066127,0,0,0,A,0,2/22/2015,51,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,1,0,1,0,0,0,0,0,100,1,35
466719450,1,1,0,B,1,2/22/2015,29,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
500517877,0,0,0,A,0,2/22/2015,85,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,1,0,1,0,0,0,0,0,100,1,35
510790220,0,0,0,A,0,2/22/2015,75,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,1,3,0,98,1,25
529552905,0,0,0,A,0,2/22/2015,90,Apartment,City,Yes,No,Yes,Low,0,No,NA,0,1,0,0,0,0,0,0,0,0,0
542032050,0,0,0,A,0,2/22/2015,99,Apartment,City,Yes,No,Yes,Medium,4,No,FB,0,1,1,0,0,0,0,0,0,0,0
570887137,1,1,0,D,3,2/22/2015,34,House,City,Yes,Yes,Yes,High,5,Yes,FB,0,1,1,1,1,0,0,0,0,0,0
572293450,0,0,0,A,0,2/22/2015,99,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
573294080,0,0,0,A,0,2/22/2015,12,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,0,1,0,0,0,0,0,8,0,0
633686056,1,1,0,B,1,2/22/2015,14,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,1,1,1,0,0,0,0,0,0
647812230,0,0,0,A,0,2/22/2015,55,Apartment,City,Yes,No,Yes,Low,0,No,NA,0,1,1,0,0,0,0,0,0,0,0
660817051,0,0,0,A,0,2/22/2015,99,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,0,0,0
719985120,1,1,0,D,3,2/22/2015,31,House,City,Yes,Yes,Yes,High,4,Yes,LI,0,0,1,0,0,0,0,0,0,0,0
759930890,0,0,0,A,0,2/22/2015,30,Apartment,Rural,Yes,No,Yes,Low,0,No,NA,0,1,1,0,0,0,0,0,100,1,33
782997780,0,0,0,A,0,2/22/2015,42,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,1,0,0,0,0,0,100,1,36
828799466,1,1,0,B,1,2/22/2015,49,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
859811930,1,1,0,B,1,2/22/2015,90,Apartment,City,Yes,No,Yes,Low,0,No,FB,0,1,0,0,0,0,0,0,0,0,0
861917661,0,0,0,A,0,2/22/2015,99,Apartment,City,Yes,No,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,59,0,0
894124120,1,0,1,B,1,2/22/2015,22,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
965237131,1,1,0,B,1,2/22/2015,21,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,0,0,0
979525000,1,0,1,B,1,2/22/2015,72,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,55,0,0
000701621,1,0,1,B,1,2/23/2015,21,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,1,3,0,99,1,27
006114755,1,1,0,B,1,2/23/2015,22,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,1,1,0,0,1,1,1,100,1,38
016285777,1,1,0,B,1,2/23/2015,16,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
115967083,1,0,1,D,3,2/23/2015,20,House,City,Yes,Yes,Yes,High,5,No,FB,0,1,0,0,0,0,0,1,96,1,21
210260740,1,0,1,B,1,2/23/2015,15,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,1,0,0,0,0,0,0
236749020,1,0,1,D,3,2/23/2015,11,House,City,Yes,Yes,Yes,High,4,Yes,LI,0,0,1,0,0,0,0,0,0,0,0
254916910,1,1,0,B,1,2/23/2015,95,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,0,1,0,0,0,0,0,84,1,12
315432240,0,0,0,A,0,2/23/2015,33,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,0,0,0
382016880,1,1,0,D,3,2/23/2015,26,House,City,Yes,Yes,Yes,High,4,Yes,LI,0,1,0,0,0,0,0,0,97,1,21
449899550,0,0,0,A,0,2/23/2015,42,Apartment,City,Yes,No,Yes,Low,0,No,NA,0,0,1,0,0,0,0,0,51,0,0
500398850,0,0,0,A,0,2/23/2015,69,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,1,0,0,1,1,0,0,0,0
501131490,0,0,0,A,0,2/23/2015,100,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
520408830,1,1,0,C,2,2/23/2015,22,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
573560522,0,0,0,A,0,2/23/2015,59,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,92,1,16
574844190,1,1,0,B,1,2/23/2015,15,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
604403760,0,0,0,A,0,2/23/2015,21,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,1,0,1,0,0,0,0,0,100,1,36
622408870,0,0,0,A,0,2/23/2015,50,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,1,0,0,1,1,0,100,1,38
633570680,1,1,0,C,2,2/23/2015,96,Apartment,Rural,Yes,No,Yes,Medium,4,No,FB,0,1,0,0,0,0,0,0,0,0,0
652530143,0,0,0,A,0,2/23/2015,82,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,89,1,15
656406490,1,0,1,B,1,2/23/2015,64,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
659683972,1,1,0,B,1,2/23/2015,33,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,54,0,0
702777920,1,0,1,C,2,2/23/2015,99,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,LI,0,1,0,0,0,0,0,1,97,1,22
737644050,0,0,0,A,0,2/23/2015,46,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,1,98,1,24
767134721,0,0,0,A,0,2/23/2015,46,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,92,1,17
867881700,0,0,0,A,0,2/23/2015,92,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,1,99,1,28
884416670,1,0,1,B,1,2/23/2015,73,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,1,2,0,99,1,30
900545120,1,1,0,D,3,2/23/2015,20,House,City,Yes,Yes,Yes,High,5,No,FB,0,1,0,0,0,0,0,1,99,1,30
910974170,1,1,0,C,2,2/23/2015,47,Apartment,Rural,Yes,No,No,Medium,4,No,FB,0,0,1,0,0,0,0,0,26,0,0
919113890,1,1,0,B,1,2/23/2015,89,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,1,98,1,24
947032635,1,1,0,B,1,2/23/2015,34,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,1,0,0,0,1,3,0,98,1,25
953644688,0,0,0,A,0,2/23/2015,96,Apartment,Rural,Yes,No,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,83,1,12
001214708,0,0,0,A,0,2/24/2015,26,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,1,0,0,0,0,0,0,0,0,0
017732678,0,0,0,A,0,2/24/2015,89,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,1,0,0,0,0,1,100,1,38
108194621,1,0,1,C,2,2/24/2015,17,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,1,0,0,1,0,0,0,0,0,0
118956447,1,0,1,B,1,2/24/2015,14,Apartment,Rural,Yes,No,No,Low,0,Yes,FB,0,0,1,0,0,0,0,0,93,1,17
135256970,0,0,0,A,0,2/24/2015,53,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,87,1,14
173929361,0,0,0,A,0,2/24/2015,52,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,1,0,0,1,0,0,0,0,0,0
199889562,1,0,1,C,2,2/24/2015,29,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
403827038,0,0,0,A,0,2/24/2015,64,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,1,0,0,0,0,0,0,0,0,0
416096810,1,1,0,B,1,2/24/2015,97,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,1,97,1,22
419308270,1,1,0,B,1,2/24/2015,31,Apartment,City,Yes,Yes,Yes,Low,1,No,FB,0,1,1,0,0,0,0,1,100,1,33
471179728,1,0,1,B,1,2/24/2015,14,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
492021660,1,1,0,B,1,2/24/2015,37,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,1,0,0,0,0,1,100,1,34
514136980,0,0,0,A,0,2/24/2015,16,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,1,0,0,1,1,0,100,1,36
522147450,1,0,1,B,1,2/24/2015,82,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,1,2,0,0,0,0
539482823,0,0,0,A,0,2/24/2015,60,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
580461470,1,0,1,B,1,2/24/2015,14,Apartment,Rural,Yes,No,No,Low,0,Yes,FB,0,0,1,0,0,0,0,0,89,1,15
645800460,1,1,0,B,1,2/24/2015,34,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,1,0,0,0,0,1,100,1,36
653675130,1,0,1,B,1,2/24/2015,36,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,1,0,0,1,1,0,100,1,35
688126177,1,1,0,B,1,2/24/2015,27,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,1,0,0,0,0,0,0,0,0
746698150,0,0,0,A,0,2/24/2015,65,Apartment,City,Yes,No,Yes,Medium,4,Yes,LI,0,1,0,0,1,1,3,0,0,0,0
751760780,0,0,0,A,0,2/24/2015,63,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,85,1,12
785167621,0,0,0,A,0,2/24/2015,72,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,0,0,0,1,3,0,0,0,0
828150130,0,0,0,A,0,2/24/2015,59,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
842434535,1,1,0,B,1,2/24/2015,34,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,1,0,0,0,0,0,0,0,0
846733960,1,0,1,B,1,2/24/2015,14,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,42,0,0
874744265,1,1,0,B,1,2/24/2015,34,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,0,0,0
889579299,0,0,0,A,0,2/24/2015,67,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,39,0,0
890275200,0,0,0,A,0,2/24/2015,43,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
899536650,1,0,1,B,1,2/24/2015,72,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,1,0,0,0,0,0,0,0,0
928584950,0,0,0,A,0,2/24/2015,60,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,1,3,0,99,1,26
932232212,1,1,0,C,2,2/24/2015,18,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,1,1,1,1,1,0,0,0,100,1,33
001356614,1,0,1,B,1,2/25/2015,23,Apartment,City,Yes,No,Yes,Low,0,No,FB,0,0,1,0,0,0,0,0,80,0,0
003096072,0,0,0,A,0,2/25/2015,94,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,0,0,0
003307597,1,0,1,B,1,2/25/2015,11,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,1,98,1,25
09480285,1,1,0,B,1,2/25/2015,29,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,1,96,1,20
122128441,0,0,0,A,0,2/25/2015,53,House,City,Yes,Yes,Yes,High,4,Yes,FB,0,0,1,0,0,0,0,0,43,0,0
145614440,0,0,0,A,0,2/25/2015,55,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,1,0,0,0,0,0,0,0,0
146933370,1,0,1,C,2,2/25/2015,34,Apartment,Rural,Yes,No,No,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,0,0,0
187782300,0,0,0,A,0,2/25/2015,55,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,1,95,1,20
199882286,0,0,0,A,0,2/25/2015,38,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,89,1,14
215864810,1,0,1,C,2,2/25/2015,38,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,1,2,0,100,1,32
223891120,0,0,0,A,0,2/25/2015,42,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,33,0,0
243846760,0,0,0,A,0,2/25/2015,36,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,0,1,0,0,0,0,0,39,0,0
276048490,0,0,0,A,0,2/25/2015,47,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,0,0,0,0,0,1,97,1,22
291036840,1,0,1,D,3,2/25/2015,18,House,City,Yes,Yes,Yes,High,4,Yes,LI,0,0,1,0,0,0,0,0,28,0,0
377251900,0,0,0,A,0,2/25/2015,86,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,0,0,0,0,0,1,97,1,23
464630002,0,0,0,A,0,2/25/2015,95,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,0,1,0,0,0,0,0,56,0,0
473908900,1,1,0,C,2,2/25/2015,43,Apartment,Rural,Yes,No,Yes,Medium,4,No,FB,1,0,1,0,0,0,0,0,100,1,36
509561610,0,0,0,A,0,2/25/2015,40,Apartment,Rural,Yes,No,No,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,91,1,16
562203513,1,1,0,C,2,2/25/2015,17,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,91,1,16
621590550,1,1,0,B,1,2/25/2015,50,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,94,1,18
687027850,1,1,0,B,1,2/25/2015,14,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,1,0,0,0,0,0,0,98,1,24
696744762,1,1,0,C,2,2/25/2015,34,Apartment,Rural,Yes,No,No,Medium,4,Yes,FB,0,1,0,0,0,1,3,0,98,1,25
721210374,1,1,0,D,3,2/25/2015,18,House,City,Yes,Yes,Yes,High,4,Yes,LI,0,0,1,0,0,0,0,0,92,1,16
734723844,0,0,0,A,0,2/25/2015,33,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,1,0,1,0,0,0,0,0,100,1,36
761499135,1,1,0,C,2,2/25/2015,38,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,30,0,0
802450660,0,0,0,A,0,2/25/2015,91,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,0,0,0,0,0,1,100,1,33
875579671,1,0,1,C,2,2/25/2015,40,Apartment,Rural,Yes,No,No,Medium,4,Yes,FB,0,1,1,0,0,1,1,0,100,1,34
916724430,1,1,0,C,2,2/25/2015,29,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,1,99,1,30
928770060,0,0,0,A,0,2/25/2015,15,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,100,1,33
952997590,1,1,0,C,2,2/25/2015,15,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,1,100,1,36
980173690,1,1,0,B,1,2/25/2015,27,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,93,1,18
002438436,0,0,0,A,0,2/26/2015,66,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,1,1,0,0,0,0,1,100,1,38
130075420,1,0,1,B,1,2/26/2015,12,Apartment,Rural,Yes,No,Yes,Low,0,No,FB,0,0,1,0,0,0,0,0,0,0,0
138564850,0,0,0,A,0,2/26/2015,54,Apartment,City,Yes,No,Yes,Low,0,No,NA,0,1,0,0,0,0,0,0,96,1,20
149900320,0,0,0,A,0,2/26/2015,94,Apartment,City,Yes,Yes,Yes,Low,0,No,NA,0,0,1,0,0,0,0,0,40,0,0
150970370,1,0,1,B,1,2/26/2015,16,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,70,0,0
225763320,0,0,0,A,0,2/26/2015,20,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,33,0,0
240413050,1,1,0,B,1,2/26/2015,33,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,0,0,1,0,0,0,0,0,0
279612460,1,1,0,C,2,2/26/2015,78,Apartment,Rural,Yes,No,No,Medium,4,No,FB,0,0,1,0,0,0,0,0,39,0,0
301648490,0,0,0,A,0,2/26/2015,12,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,1,94,1,18
308840570,0,0,0,A,0,2/26/2015,63,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,1,96,1,21
380996538,1,0,1,B,1,2/26/2015,14,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,85,1,13
397984990,1,0,1,B,1,2/26/2015,94,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,98,1,24
430454720,1,1,0,B,1,2/26/2015,23,Apartment,City,Yes,No,Yes,Low,0,No,FB,0,1,0,0,0,0,0,1,96,1,20
461607040,1,0,1,B,1,2/26/2015,88,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,4,0,0
471422250,0,0,0,A,0,2/26/2015,54,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,34,0,0
501676310,0,0,0,A,0,2/26/2015,32,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,95,1,20
532147671,0,0,0,A,0,2/26/2015,27,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,1,3,0,0,0,0
562167730,0,0,0,A,0,2/26/2015,70,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,1,100,1,33
660277420,1,1,0,B,1,2/26/2015,63,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,1,0,0,1,1,1,100,1,36
666488000,0,0,0,A,0,2/26/2015,42,Apartment,Rural,Yes,No,No,Low,0,Yes,FB,0,0,1,0,0,0,0,0,57,0,0
708287401,1,1,0,B,1,2/26/2015,15,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,67,0,0
717668887,0,0,0,A,0,2/26/2015,72,House,City,Yes,Yes,Yes,High,5,Yes,LI,0,0,1,0,0,0,0,0,88,1,14
735493950,0,0,0,A,0,2/26/2015,16,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,89,1,15
743571657,1,0,1,B,1,2/26/2015,42,Apartment,Rural,Yes,No,No,Low,0,Yes,FB,0,1,1,0,0,1,1,0,100,1,34
745504840,0,0,0,A,0,2/26/2015,14,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,84,1,12
746088220,1,0,1,C,2,2/26/2015,47,Apartment,Rural,Yes,No,No,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,46,0,0
816308310,0,0,0,A,0,2/26/2015,17,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,1,1,0,0,0,0,1,100,1,39
847174230,0,0,0,A,0,2/26/2015,94,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,0,0,0,1,2,0,99,1,31
894727041,0,0,0,A,0,2/26/2015,59,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
955095202,0,0,0,A,0,2/26/2015,17,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,62,0,0
968328380,1,1,0,C,2,2/26/2015,12,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,1,1,0,0,1,1,3,0,100,1,36
000525639,1,0,1,D,3,2/27/2015,59,House,City,Yes,Yes,Yes,High,4,Yes,LI,0,0,1,0,0,0,0,0,94,1,18
001132870,0,0,0,A,0,2/27/2015,86,Apartment,City,Yes,No,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,87,1,14
002478109,1,1,0,B,1,2/27/2015,34,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,1,0,0,0,0,0,0
03636837,1,0,1,B,1,2/27/2015,81,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,95,1,20
120198876,0,0,0,A,0,2/27/2015,42,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,24,0,0
128018114,1,1,0,B,1,2/27/2015,64,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,1,96,1,21
144224940,1,0,1,B,1,2/27/2015,40,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,0,1,0,0,0,0,0,76,0,0
282359959,1,0,1,C,2,2/27/2015,13,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,1,0,0,0,0,0,0,99,1,30
312152660,0,0,0,A,0,2/27/2015,89,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,0,1,0,0,0,0,0,76,0,0
353563697,1,0,1,B,1,2/27/2015,11,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,81,0,0
366455550,0,0,0,A,0,2/27/2015,37,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,1,2,1,100,1,32
382775347,1,0,1,B,1,2/27/2015,29,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,74,0,0
391128720,0,0,0,A,0,2/27/2015,82,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,91,1,16
